Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-04-15T16:35:51.842Z","","","Included","composer-2","Yes","0","3225","4096","175","7496","Included"
"2026-04-15T16:23:09.950Z","","","Included","gpt-5.4-xhigh","Yes","0","348093","1836606","24633","2209332","Included"
"2026-04-15T15:33:43.911Z","","","Included","composer-2-fast","Yes","0","29490","109617","4323","143430","Included"
"2026-04-15T15:31:47.052Z","","","Included","composer-2-fast","Yes","0","19432","56416","2274","78122","Included"
"2026-04-15T15:30:08.206Z","","","Included","composer-2-fast","Yes","0","21287","22951","1002","45240","Included"
"2026-04-15T15:29:42.755Z","","","Included","composer-2-fast","Yes","0","21470","22983","1147","45600","Included"
"2026-04-15T15:27:31.438Z","","","Included","composer-2-fast","Yes","0","51098","28821","1203","81122","Included"
"2026-04-15T15:23:38.340Z","","","Included","composer-2-fast","Yes","0","21944","23399","911","46254","Included"
"2026-04-15T15:23:18.286Z","","","Included","composer-2-fast","Yes","0","22251","50188","1135","73574","Included"
"2026-04-15T15:22:37.879Z","","","Included","composer-2-fast","Yes","0","21958","23368","848","46174","Included"
"2026-04-14T19:55:06.196Z","","","Included","gpt-5.4-xhigh","No","0","3702","2767","619","7088","Included"
"2026-04-14T19:34:57.985Z","","","Included","composer-2","Yes","0","4923","5120","1007","11050","Included"
"2026-04-14T19:22:26.141Z","","","Included","composer-2","Yes","0","3581","512","276","4369","Included"
"2026-04-14T19:12:13.888Z","","","Included","gpt-5.4-xhigh","Yes","0","107450","2463183","31409","2602042","Included"
"2026-04-14T18:59:09.631Z","","","Included","composer-2-fast","Yes","0","43299","123064","4654","171017","Included"
"2026-04-14T18:58:50.641Z","","","Included","claude-4.6-opus-max-thinking","Yes","67990","2572","1125360","13541","1209463","Included"
"2026-04-14T18:40:05.950Z","","","Included","gpt-5.4-xhigh","No","0","1367","2604","467","4438","Included"
"2026-04-14T18:40:03.914Z","","","Included","gpt-5.4-xhigh","No","0","1367","2604","446","4417","Included"
"2026-04-14T16:00:23.048Z","","","Included","gpt-5.4-xhigh","Yes","0","86155","1016364","6346","1108865","Included"
"2026-04-14T15:46:16.889Z","","","Included","gpt-5.4-xhigh","Yes","0","218318","2809420","28430","3056168","Included"
"2026-04-14T05:34:51.103Z","","","Included","claude-4.6-opus-max-thinking","Yes","261724","3098","8979874","13814","9258510","Included"
"2026-04-14T05:34:04.610Z","","","Included","claude-4.6-opus-max-thinking","Yes","229798","812","2532","1275","234417","Included"
"2026-04-14T05:31:10.836Z","","","Included","composer-2-fast","Yes","0","21465","64657","6495","92617","Included"
"2026-04-14T05:30:56.227Z","","","Included","claude-4.6-opus-max-thinking","Yes","17249","866","639715","5899","663729","Included"
"2026-04-14T05:26:01.964Z","","","Included","composer-2-fast","Yes","0","21786","24862","5758","52406","Included"
"2026-04-14T05:25:58.683Z","","","Included","composer-2-fast","Yes","0","21892","45695","6341","73928","Included"
"2026-04-14T05:25:48.160Z","","","Included","claude-4.6-opus-max-thinking","Yes","20881","5","635801","2118","658805","Included"
"2026-04-14T05:24:24.243Z","","","Included","claude-4.6-opus-max-thinking","Yes","206744","1147","620387","1304","829582","Included"
"2026-04-14T05:23:09.107Z","","","Included","claude-4.6-opus-max-thinking","Yes","203630","1321","588396","3897","797244","Included"
"2026-04-14T05:13:46.632Z","","","Included","composer-2","Yes","0","14518","63038","5314","82870","Included"
"2026-04-14T05:13:41.082Z","","","Included","composer-2","Yes","0","20223","55861","8824","84908","Included"
"2026-04-14T05:13:25.127Z","","","Included","composer-2","Yes","0","20523","105041","8439","134003","Included"
"2026-04-14T05:12:09.747Z","","","Included","composer-2","Yes","0","15738","65601","5820","87159","Included"
"2026-04-14T05:12:04.211Z","","","Included","composer-2","Yes","0","18089","101462","5069","124620","Included"
"2026-04-14T05:11:54.542Z","","","Included","composer-2","Yes","0","16627","99922","4814","121363","Included"
"2026-04-14T05:09:55.751Z","","","Included","composer-2","Yes","0","23417","146122","7353","176892","Included"
"2026-04-14T05:06:52.912Z","","","Included","composer-2","Yes","0","22396","125014","7688","155098","Included"
"2026-04-14T05:05:12.314Z","","","Included","composer-2","Yes","0","15346","48671","6965","70982","Included"
"2026-04-14T05:05:06.329Z","","","Included","composer-2","Yes","0","17406","46129","6736","70271","Included"
"2026-04-14T05:03:57.563Z","","","Included","claude-4.6-opus-max-thinking","Yes","187318","3440","3966229","21029","4178016","Included"
"2026-04-14T04:54:42.189Z","","","Included","composer-2-fast","Yes","0","8308","107223","6573","122104","Included"
"2026-04-14T04:53:36.746Z","","","Included","composer-2-fast","Yes","0","57620","231042","11449","300111","Included"
"2026-04-14T04:53:31.528Z","","","Included","composer-2-fast","Yes","0","39325","21126","7655","68106","Included"
"2026-04-14T04:53:28.575Z","","","Included","composer-2-fast","Yes","0","26208","55464","12502","94174","Included"
"2026-04-14T04:53:11.346Z","","","Included","claude-4.6-opus-max-thinking","Yes","135927","840","486565","14049","637381","Included"
"2026-04-14T04:43:44.068Z","","","Included","claude-4.6-opus-max-thinking","Yes","26537","964","91826","5252","124579","Included"
"2026-04-14T04:38:22.142Z","","","Included","claude-4.6-opus-max-thinking","Yes","88841","2351","1249965","7352","1348509","Included"
"2026-04-14T04:33:48.502Z","","","Included","composer-2-fast","Yes","0","28772","38950","4833","72555","Included"
"2026-04-14T04:33:30.723Z","","","Included","claude-4.6-opus-max-thinking","Yes","72108","869","159955","6080","239012","Included"
"2026-04-14T04:28:21.456Z","","","Included","claude-4.6-opus-max-thinking","Yes","5551","523","104041","2215","112330","Included"
"2026-04-14T04:27:32.771Z","","","Included","claude-4.6-opus-max-thinking","Yes","5475","497","104089","2138","112199","Included"
"2026-04-14T04:23:18.328Z","","","Included","claude-4.6-opus-max-thinking","Yes","50899","594","87464","1503","140460","Included"
"2026-04-14T04:15:59.042Z","","","Included","claude-4.6-opus-max-thinking","Yes","1367","389","139627","1156","142539","Included"
"2026-04-14T04:13:25.492Z","","","Included","claude-4.6-opus-max-thinking","Yes","12707","485","78218","1734","93144","Included"
"2026-04-14T04:12:49.688Z","","","Included","claude-4.6-opus-max-thinking","Yes","32964","4","21479","933","55380","Included"
"2026-04-14T04:03:43.428Z","","","Included","claude-4.6-opus-max-thinking","Yes","11888","985","1387334","5350","1405557","Included"
"2026-04-14T04:01:23.256Z","","","Included","claude-4.6-opus-max-thinking","Yes","1037","492","158490","1430","161449","Included"
"2026-04-14T04:00:33.456Z","","","Included","claude-4.6-opus-max-thinking","Yes","26874","811","99486","3068","130239","Included"
"2026-04-14T03:59:29.393Z","","","Included","claude-4.6-opus-max-thinking","Yes","1109","520","233598","850","236077","Included"
"2026-04-14T03:58:23.760Z","","","Included","claude-4.6-opus-max-thinking","Yes","7357","437","217026","1438","226258","Included"
"2026-04-14T03:55:57.340Z","","","Included","claude-4.6-opus-max-thinking","Yes","2817","345","135728","1757","140647","Included"
"2026-04-14T03:51:29.499Z","","","Included","claude-4.6-opus-max-thinking","Yes","23341","1147","1114755","5388","1144631","Included"
"2026-04-14T03:48:28.185Z","","","Included","claude-4.6-opus-max-thinking","Yes","1640","375","86491","1637","90143","Included"
"2026-04-14T03:47:40.956Z","","","Included","claude-4.6-opus-max-thinking","Yes","567","708","43641","792","45708","Included"
"2026-04-14T03:45:25.104Z","","","Included","claude-4.6-opus-max-thinking","Yes","7082","364","111804","1071","120321","Included"
"2026-04-14T03:44:09.070Z","","","Included","claude-4.6-opus-max-thinking","Yes","34393","595","57147","1996","94131","Included"
"2026-04-14T03:28:14.257Z","","","Included","claude-4.6-opus-max-thinking","Yes","22931","767","46381","1642","71721","Included"
"2026-04-14T03:26:25.947Z","","","Included","composer-2-fast","Yes","0","26759","18573","3634","48966","Included"
"2026-04-14T03:23:10.673Z","","","Included","claude-4.6-opus-max-thinking","Yes","7369","581","323127","2890","333967","Included"
"2026-04-14T03:20:39.914Z","","","Included","claude-4.6-opus-max-thinking","Yes","31097","870","228455","3054","263476","Included"
"2026-04-14T02:57:11.819Z","","","Included","auto","No","0","8252","17408","577","26237","Included"
"2026-04-14T02:56:10.948Z","","","Included","composer-2-fast","Yes","0","24645","46187","2662","73494","Included"
"2026-04-13T21:49:55.770Z","","","Included","gpt-5.4-xhigh","Yes","0","10292","10134","740","21166","Included"
"2026-04-13T21:40:14.725Z","","","Included","gpt-5.4-xhigh","Yes","0","27192","586133","9415","622740","Included"
"2026-04-13T21:33:14.548Z","","","Included","gpt-5.4-xhigh","Yes","0","78515","1040239","12374","1131128","Included"
"2026-04-13T20:55:24.098Z","","","Included","gpt-5.4-xhigh","Yes","0","2264","23532","1577","27373","Included"
"2026-04-13T20:54:55.706Z","","","Included","gpt-5.4-xhigh","Yes","0","15347","10186","1239","26772","Included"
"2026-04-13T20:19:44.946Z","","","Included","gpt-5.4-xhigh","Yes","0","15626","48531","2036","66193","Included"
"2026-04-13T20:15:04.690Z","","","Included","gpt-5.4-xhigh","Yes","0","116764","408864","11360","536988","Included"
"2026-04-13T20:10:21.294Z","","","Included","gpt-5.4-xhigh","Yes","0","18417","155392","976","174785","Included"
"2026-04-13T20:07:35.202Z","","","Included","gpt-5.4-xhigh","Yes","0","30767","661741","4088","696596","Included"
"2026-04-13T20:06:23.982Z","","","Included","gpt-5.4-xhigh","Yes","0","51835","19376","1446","72657","Included"
"2026-04-13T19:57:36.007Z","","","Included","gpt-5.4-xhigh","No","0","2168","2678","614","5460","Included"
"2026-04-13T19:57:33.943Z","","","Included","gpt-5.4-xhigh","No","0","2168","2678","614","5460","Included"
"2026-04-13T19:57:30.276Z","","","Included","gpt-5.4-xhigh","Yes","0","160795","960155","11223","1132173","Included"
"2026-04-13T19:44:36.871Z","","","Included","gpt-5.4-xhigh","Yes","0","96419","687027","12376","795822","Included"
"2026-04-13T19:39:40.220Z","","","Included","composer-2-fast","Yes","0","105725","753600","7956","867281","Included"
"2026-04-13T19:32:40.357Z","","","Included","claude-4.6-opus-max-thinking","Yes","20349","1797","1153262","12877","1188285","Included"
"2026-04-13T19:30:55.820Z","","","Included","claude-4.6-opus-max-thinking","Yes","7151","575","248052","2383","258161","Included"
"2026-04-13T19:25:29.017Z","","","Included","claude-4.6-opus-max-thinking","Yes","47133","2792","841761","11179","902865","Included"
"2026-04-13T19:22:39.207Z","","","Included","claude-4.6-opus-max-thinking","Yes","5922","6","258649","945","265522","Included"
"2026-04-13T19:13:40.354Z","","","Included","claude-4.6-opus-max-thinking","Yes","38863","2839","1184424","17076","1243202","Included"
"2026-04-13T19:12:59.536Z","","","Included","claude-4.6-opus-max-thinking","Yes","23630","3","0","321","23954","Included"
"2026-04-13T19:00:26.102Z","","","Included","claude-4.6-opus-max-thinking","Yes","22330","1159","623451","10891","657831","Included"
"2026-04-13T18:56:06.932Z","","","Included","claude-4.6-opus-max-thinking","Yes","29473","2446","955423","11117","998459","Included"
"2026-04-13T18:53:55.799Z","","","Included","claude-4.6-opus-max-thinking","Yes","35059","1306","217511","4885","258761","Included"
"2026-04-13T18:48:10.836Z","","","Included","gpt-5.4-xhigh","Yes","0","93291","1090166","13028","1196485","Included"
"2026-04-13T18:42:52.894Z","","","Included","gpt-5.4-xhigh","Yes","0","111109","1039114","10090","1160313","Included"
"2026-04-13T18:42:39.391Z","","","Included","gpt-5.4-xhigh","Yes","0","0","0","0","0","Included"
"2026-04-13T18:39:33.810Z","","","Included","gpt-5.4-xhigh","Yes","0","26126","678492","8478","713096","Included"
"2026-04-13T18:38:06.775Z","","","Included","gpt-5.4-xhigh","Yes","0","13293","106420","2026","121739","Included"
"2026-04-13T18:36:09.253Z","","","Included","gpt-5.4-xhigh","Yes","0","22568","198220","5175","225963","Included"
"2026-04-13T18:32:13.369Z","","","Included","gpt-5.4-xhigh","Yes","0","45915","723584","7980","777479","Included"
"2026-04-13T18:26:42.616Z","","","Included","gpt-5.4-xhigh","Yes","0","73445","335954","7686","417085","Included"
"2026-04-13T18:20:14.855Z","","","Included","claude-4.6-opus-max-thinking","Yes","11494","1261","317826","7609","338190","Included"
"2026-04-13T18:16:07.537Z","","","Included","claude-4.6-opus-max-thinking","Yes","42422","2297","571569","7633","623921","Included"
"2026-04-13T18:08:44.961Z","","","Included","claude-4.6-opus-max-thinking","Yes","3660","593","80165","1001","85419","Included"
"2026-04-13T18:07:02.574Z","","","Included","claude-4.6-opus-max-thinking","Yes","38835","1277","88516","2811","131439","Included"
"2026-04-10T21:52:41.222Z","","","Included","claude-4.6-opus-max-thinking","Yes","68788","2157","374463","9533","454941","Included"
"2026-04-10T21:51:20.355Z","","","Included","claude-4.6-opus-max-thinking","Yes","10590","1643","266732","2958","281923","Included"
"2026-04-10T21:45:00.066Z","","","Included","claude-4.6-opus-max-thinking","Yes","100951","2288","1233524","7377","1344140","Included"
"2026-04-10T21:30:40.910Z","","","Included","claude-4.6-opus-max-thinking","Yes","83818","1322","865246","4776","955162","Included"
"2026-04-10T21:25:07.602Z","","","Included","claude-4.6-opus-max-thinking","Yes","72125","4","71814","383","144326","Included"
"2026-04-10T21:16:35.853Z","","","Included","claude-4.6-opus-max-thinking","Yes","27448","1992","1115588","8886","1153914","Included"
"2026-04-10T21:12:30.362Z","","","Included","claude-4.6-opus-max-thinking","Yes","6542","1032","411226","3216","422016","Included"
"2026-04-10T21:07:25.848Z","","","Included","claude-4.6-opus-max-thinking","Yes","42910","1711","568178","5995","618794","Included"
"2026-04-10T18:33:10.613Z","","","Included","composer-2-fast","Yes","0","43653","132293","3326","179272","Included"
"2026-04-10T17:10:04.686Z","","","Included","gpt-5.4-xhigh","Yes","0","181096","1557248","33954","1772298","Included"
"2026-04-10T17:08:36.285Z","","","Included","gpt-5.4-xhigh","Yes","0","24530","254646","2871","282047","Included"
"2026-04-10T17:08:28.875Z","","","Included","gpt-5.4-xhigh","Yes","0","0","0","0","0","Included"
"2026-04-10T17:07:57.227Z","","","Included","composer-2-fast","Yes","0","8614","40752","902","50268","Included"
"2026-04-10T17:07:28.356Z","","","Included","composer-2-fast","Yes","0","16986","7853","1875","26714","Included"
"2026-04-10T17:05:35.020Z","","","Included","composer-2-fast","Yes","0","25537","13292","1965","40794","Included"
"2026-04-10T17:03:03.954Z","","","Included","gpt-5.4-xhigh","Yes","0","25321","318016","3969","347306","Included"
"2026-04-10T16:56:59.923Z","","","Included","composer-2-fast","Yes","0","46554","114950","6191","167695","Included"
"2026-04-10T16:56:59.744Z","","","Included","composer-2-fast","Yes","0","44110","103972","5012","153094","Included"
"2026-04-10T16:56:44.559Z","","","Included","gpt-5.4-xhigh","Yes","0","33326","372929","10246","416501","Included"
"2026-04-10T16:50:08.849Z","","","Included","gpt-5.4-xhigh","Yes","0","13269","450909","6742","470920","Included"
"2026-04-10T16:45:50.736Z","","","Included","gpt-5.4-xhigh","Yes","0","2478","60155","5717","68350","Included"
"2026-04-10T16:43:19.356Z","","","Included","gpt-5.4-xhigh","Yes","0","51346","10273","2505","64124","Included"
"2026-04-10T16:37:19.420Z","","","Included","gpt-5.4-xhigh","Yes","0","60403","172651","5131","238185","Included"
"2026-04-10T16:27:39.428Z","","","Included","gpt-5.4-xhigh","Yes","0","54914","539951","12074","606939","Included"
"2026-04-10T15:52:14.939Z","","","Included","composer-2-fast","Yes","0","58265","35061","5749","99075","Included"
"2026-04-10T15:52:14.888Z","","","Included","composer-2-fast","Yes","0","31230","174750","5735","211715","Included"
"2026-04-10T15:51:47.322Z","","","Included","gpt-5.4-xhigh","Yes","0","49919","336228","10206","396353","Included"
"2026-04-10T15:46:52.196Z","","","Included","gpt-5.4-xhigh","No","0","77","5441","442","5960","Included"
"2026-04-10T15:30:39.944Z","","","Included","gpt-5.4-xhigh","Yes","0","142428","2320032","20062","2482522","Included"
"2026-04-10T15:17:58.914Z","","","Included","composer-2-fast","Yes","0","12328","50989","1947","65264","Included"
"2026-04-10T15:17:58.867Z","","","Included","composer-2-fast","Yes","0","19056","97117","2265","118438","Included"
"2026-04-10T15:17:31.045Z","","","Included","gpt-5.4-xhigh","Yes","0","38385","331866","7556","377807","Included"
"2026-04-08T21:35:41.954Z","","","Included","composer-2-fast","Yes","0","7137","29285","1352","37774","Included"
"2026-04-08T21:34:22.718Z","","","Included","composer-2-fast","Yes","0","2278","33118","875","36271","Included"
"2026-04-08T21:32:17.310Z","","","Included","composer-2-fast","Yes","0","4363","29951","1542","35856","Included"
"2026-04-08T21:30:03.151Z","","","Included","composer-2-fast","Yes","0","25730","7941","974","34645","Included"
"2026-04-08T21:27:54.956Z","","","Included","composer-2-fast","Yes","0","16658","25825","1515","43998","Included"
"2026-04-08T21:26:04.399Z","","","Included","composer-2-fast","Yes","0","41152","77952","2657","121761","Included"
"2026-04-08T21:25:35.844Z","","","Included","composer-2-fast","Yes","0","24567","6668","1021","32256","Included"
"2026-04-08T21:24:40.169Z","","","Included","composer-2-fast","Yes","0","22349","7870","846","31065","Included"
"2026-04-08T21:24:01.267Z","","","Included","composer-2-fast","Yes","0","21361","7891","928","30180","Included"
"2026-04-08T21:21:40.589Z","","","Included","composer-2-fast","Yes","0","3615","24679","908","29202","Included"
"2026-04-08T21:14:14.458Z","","","Included","composer-2-fast","Yes","0","3954","23532","926","28412","Included"
"2026-04-08T21:13:34.654Z","","","Included","composer-2-fast","Yes","0","18778","7898","2017","28693","Included"
"2026-04-08T21:13:09.705Z","","","Included","composer-2-fast","Yes","0","17776","7871","1065","26712","Included"
"2026-04-08T21:11:59.368Z","","","Included","composer-2-fast","Yes","0","18152","6659","2112","26923","Included"
"2026-04-08T21:10:47.375Z","","","Included","composer-2-fast","Yes","0","15760","7924","1335","25019","Included"
"2026-04-08T21:02:51.923Z","","","Included","composer-2-fast","Yes","0","1273","21164","1193","23630","Included"
"2026-04-08T21:01:57.589Z","","","Included","composer-2-fast","Yes","0","2770","18665","2391","23826","Included"
"2026-04-08T21:01:11.782Z","","","Included","composer-2-fast","Yes","0","14033","6628","706","21367","Included"
"2026-04-08T21:00:06.189Z","","","Included","composer-2-fast","Yes","0","11970","7902","1189","21061","Included"
"2026-04-08T20:59:12.103Z","","","Included","composer-2-fast","Yes","0","11010","7881","765","19656","Included"
"2026-04-08T20:58:05.582Z","","","Included","composer-2-fast","Yes","0","10269","7885","990","19144","Included"
"2026-04-08T19:21:39.738Z","","","Included","composer-2-fast","Yes","0","24777","31592","1488","57857","Included"
"2026-04-08T19:16:01.280Z","","","Included","composer-2","Yes","0","15014","90718","4759","110491","Included"
"2026-04-08T19:15:33.783Z","","","Included","gpt-5.4-xhigh","Yes","0","16218","361314","9824","387356","Included"
"2026-04-08T19:12:41.214Z","","","Included","composer-2","Yes","0","11125","62567","3921","77613","Included"
"2026-04-08T19:10:47.553Z","","","Included","gpt-5.4-xhigh","Yes","0","14423","47232","6458","68113","Included"
"2026-04-08T17:57:40.573Z","","","Included","gpt-5.4-xhigh","Yes","0","89330","479922","5889","575141","Included"
"2026-04-08T17:55:20.728Z","","","Included","gpt-5.4-xhigh","Yes","0","27894","144000","2265","174159","Included"
"2026-04-08T16:11:16.159Z","","","Included","gpt-5.4-xhigh","Yes","0","23075","52665","8548","84288","Included"
"2026-04-08T16:08:51.608Z","","","Included","gpt-5.4-xhigh","Yes","0","6588","92870","2113","101571","Included"
"2026-04-08T16:05:18.727Z","","","Included","gpt-5.4-xhigh","Yes","0","5645","39872","2517","48034","Included"
"2026-04-08T16:05:07.996Z","","","Errored, No Charge","gpt-5.4-xhigh","Yes","0","0","0","0","0","-"
"2026-04-08T15:31:08.966Z","","","Included","gpt-5.4-xhigh","Yes","0","7250","20614","401","28265","Included"
"2026-04-08T15:30:07.216Z","","","Included","gpt-5.4-xhigh","Yes","0","18719","73823","2211","94753","Included"
"2026-04-07T20:51:48.330Z","","","Included","gpt-5.4-xhigh","Yes","0","55261","390159","9378","454798","Included"
"2026-04-07T19:57:31.738Z","","","Included","gpt-5.4-xhigh","Yes","0","69311","639685","13592","722588","Included"
"2026-04-07T19:55:34.676Z","","","Included","gpt-5.4-xhigh","Yes","0","26821","116710","3338","146869","Included"
"2026-04-07T19:45:56.201Z","","","Included","composer-2-fast","Yes","0","47080","108009","4365","159454","Included"
"2026-04-07T19:45:55.046Z","","","Included","composer-2-fast","Yes","0","82620","430972","8447","522039","Included"
"2026-04-07T19:45:40.220Z","","","Included","gpt-5.4-xhigh","Yes","0","39628","147901","7915","195444","Included"
"2026-04-07T18:10:56.283Z","","","Included","claude-4.6-opus-max-thinking","Yes","42072","1678","554771","8157","606678","Included"
"2026-04-07T18:10:48.959Z","","","Aborted, Not Charged","gpt-5.4-xhigh","Yes","0","0","0","0","0","0.00"
"2026-04-07T18:07:30.770Z","","","Included","gpt-5.4-xhigh","Yes","0","21115","91607","2842","115564","Included"
"2026-04-07T18:04:17.887Z","","","Included","gpt-5.4-xhigh","Yes","0","16441","51268","5868","73577","Included"
"2026-04-07T17:22:55.716Z","","","Included","gpt-5.4-xhigh","Yes","0","22891","110703","7943","141537","Included"
"2026-04-07T16:24:22.565Z","","","Included","gpt-5.4-xhigh","Yes","0","4051","23286","1488","28825","Included"
"2026-04-07T16:21:57.664Z","","","Included","gpt-5.4-xhigh","Yes","0","4196","43670","1740","49606","Included"
"2026-04-07T16:16:14.038Z","","","Included","gpt-5.4-xhigh","Yes","0","13224","10216","2588","26028","Included"
"2026-04-07T16:11:55.771Z","","","Included","gpt-5.4-xhigh","Yes","0","14897","30929","1746","47572","Included"
"2026-04-07T16:02:44.884Z","","","Included","gpt-5.4-xhigh","Yes","0","20849","54089","6333","81271","Included"
"2026-04-07T15:50:49.667Z","","","Included","gpt-5.4-xhigh","Yes","0","15148","70801","6775","92724","Included"
"2026-04-07T15:47:32.740Z","","","Included","composer-2-fast","Yes","0","11080","7844","956","19880","Included"
"2026-04-07T15:46:51.771Z","","","Included","gpt-5.4-xhigh","Yes","0","38727","461478","7741","507946","Included"
"2026-04-07T15:37:29.523Z","","","Included","composer-2-fast","Yes","0","19803","13329","633","33765","Included"
"2026-04-07T15:37:11.582Z","","","Included","gpt-5.4-xhigh","Yes","0","23735","169031","7145","199911","Included"
"2026-04-07T15:34:25.429Z","","","Included","composer-2-fast","Yes","0","49285","156727","4008","210020","Included"
